Rank;Name;Team;Match;WWCD;Elims;Placement;Total;Survival Time;Max elim range;In Damage;Heal;Headshot;Drive distance;Death;Damage;Assist;Air drop;Moving distance;Region ;Week;Day
54;MitLaren;V Gaming;4;0;4;9;13;5023;0;751;788;0;24000;4;796;3;0;32937;Vietnam;Weekday 1;5
55;Srom;Easy as Pie;4;0;2;11;13;4934;0;1112;661;0;19059;4;984;3;1;27516;Vietnam;Weekday 1;5
56;2812;Magnet;4;0;2;11;13;2961;175;890;117;0;18862;4;547;0;0;24437;Vietnam;Weekday 1;5
57;ParaJin;V Gaming;4;0;3;9;12;4446;252;1009;803;0;21416;4;1017;3;0;29369;Vietnam;Weekday 1;5
58;Porsche;V Gaming;4;0;3;9;12;5009;53;857;1101;0;22857;4;1182;3;0;32694;Vietnam;Weekday 1;5
59;Emmaaa;Hero Gaming;2;0;2;9;11;2557;209;465;282;0;8096;2;1041;4;0;13407;Vietnam;Weekday 1;5
60;Marco;Magnet;4;0;0;11;11;4178;0;790;521;0;22716;4;695;0;1;31279;Vietnam;Weekday 1;5
61;WoonT;Magnet;4;0;0;11;11;3055;0;738;91;0;20044;4;599;0;0;25370;Vietnam;Weekday 1;5
62;WhiteZ;OneMore;4;0;3;4;7;3629;0;894;254;0;12539;4;1000;1;0;20468;Vietnam;Weekday 1;5
63;DarLy;OneMore;4;0;1;4;5;4144;0;617;296;0;9286;4;811;1;0;19676;Vietnam;Weekday 1;5
64;BUCKY;OneMore;4;0;1;4;5;3277;0;602;67;0;10674;4;171;0;0;17004;Vietnam;Weekday 1;5
65;DatKonn;OneMore;4;0;1;4;5;2412;0;682;9;1;5077;4;264;1;0;10336;Vietnam;Weekday 1;5
66;Chua;Eagle Esport;4;0;3;2;5;3938;54;713;343;0;18612;4;763;2;0;26521;Vietnam;Weekday 1;5
67;WhySoEz;Rats Esport;4;0;2;2;4;4122;0;649;507;0;21190;4;445;1;0;28320;Vietnam;Weekday 1;5
68;Tuanz2K;Eagle Esport;4;0;2;2;4;3883;122;493;223;0;19204;4;726;1;0;27122;Vietnam;Weekday 1;5
69;NamShinnT;Eagle Esport;4;0;2;2;4;3922;16;592;321;0;16452;4;372;0;1;26149;Vietnam;Weekday 1;5
70;Panda18;Phoenix Esports;4;0;3;1;4;3800;0;865;334;1;27450;4;813;2;0;34836;Vietnam;Weekday 1;5
71;OldBoyy;Rats Esport;4;0;1;2;3;2588;0;668;425;1;18991;4;85;0;0;23509;Vietnam;Weekday 1;5
72;SangSang;Rats Esport;4;0;1;2;3;3043;0;805;502;0;20129;4;432;0;0;25585;Vietnam;Weekday 1;5
73;Bâng;Phoenix Esports;4;0;2;1;3;3890;0;1124;667;0;28640;4;509;0;0;35821;Vietnam;Weekday 1;5
74;NekorB;The Matrix;4;0;1;2;3;3414;16;512;181;0;9915;4;233;1;0;18185;Vietnam;Weekday 1;5
75;Hoanh03;The Matrix;4;0;1;2;3;3572;0;714;391;0;13291;4;577;0;1;21074;Vietnam;Weekday 1;5
76;KILLIAN;The Matrix;4;0;1;2;3;3443;0;580;273;0;13482;4;472;1;0;22172;Vietnam;Weekday 1;5
77;MyAn;Rats Esport;4;0;0;2;2;4105;0;703;553;0;19343;4;487;3;1;25399;Vietnam;Weekday 1;5
78;F1Korea;Eagle Esport;4;0;0;2;2;3999;0;831;630;0;17879;4;345;0;1;27378;Vietnam;Weekday 1;5
79;RùaSea;Phoenix Esports;4;0;1;1;2;3569;0;950;469;0;27210;4;435;5;0;33163;Vietnam;Weekday 1;5
80;ThoBius;The Matrix;4;0;0;2;2;3332;0;744;327;0;9963;4;211;0;0;18867;Vietnam;Weekday 1;5
81;Acacia;Phoenix Esports;4;0;0;1;1;3852;0;1019;374;0;24321;4;516;2;0;31968;Vietnam;Weekday 1;5
1;MaarT;V Gaming;4;2;13;42;55;5431;111;747;516;4;14804;2;2560;4;0;27107;Vietnam;Weekday 2;1
2;Porsche;V Gaming;4;2;12;42;54;5293;20;1030;562;0;16976;3;1825;6;1;29275;Vietnam;Weekday 2;1
3;ParaJin;V Gaming;4;2;8;42;50;4959;0;654;286;1;16775;2;1420;6;0;26967;Vietnam;Weekday 2;1
4;MitLaren;V Gaming;4;2;4;42;46;4640;0;804;595;0;17654;4;849;3;0;28272;Vietnam;Weekday 2;1
5;2812;Magnet;4;2;8;32;40;5517;33;805;666;1;15458;2;1775;8;0;28519;Vietnam;Weekday 2;1
6;TGun;Magnet;4;2;7;32;39;5426;207;1084;625;3;16611;3;1562;4;0;28431;Vietnam;Weekday 2;1
7;ThoBius;The Matrix;4;0;9;28;37;4969;7;1291;858;0;7286;4;1754;8;0;20141;Vietnam;Weekday 2;1
8;Hoanh03;The Matrix;4;0;9;28;37;4999;0;732;498;1;9414;4;1746;8;0;22579;Vietnam;Weekday 2;1
9;Marco;Magnet;4;2;4;32;36;5506;110;794;702;2;19450;2;1345;5;2;31224;Vietnam;Weekday 2;1
10;WoonT;Magnet;4;2;4;32;36;5571;199;528;753;2;13385;2;1150;6;0;25999;Vietnam;Weekday 2;1
11;Lamborghini;D'Xavier;4;1;8;25;33;5107;148;836;390;1;17139;4;1838;0;0;26911;Vietnam;Weekday 2;1
12;Franky;D'Xavier;4;1;7;25;32;5389;137;1150;780;1;17301;3;1412;2;0;28305;Vietnam;Weekday 2;1
13;NekorB;The Matrix;4;0;3;28;31;5419;16;1234;1969;0;8246;4;1209;2;0;21383;Vietnam;Weekday 2;1
14;KILLIAN;The Matrix;4;0;3;28;31;4395;23;848;449;0;9232;4;680;1;0;21679;Vietnam;Weekday 2;1
15;Rabiz;D'Xavier;4;1;6;25;31;5489;66;726;1154;0;21469;3;1006;3;0;32957;Vietnam;Weekday 2;1
16;ViCòi;D'Xavier;4;1;6;25;31;5385;28;1048;595;0;15820;4;978;1;0;27624;Vietnam;Weekday 2;1
17;BreaKMVP;Box Gaming;4;0;7;20;27;4351;44;1393;829;0;11934;4;2123;5;1;22124;Vietnam;Weekday 2;1
18;KeL;Talent Allstars;4;0;4;22;26;4042;192;794;2823;1;16538;4;865;0;0;25179;Vietnam;Weekday 2;1
19;Luca;Talent Allstars;4;0;4;22;26;3588;24;741;590;0;17604;4;761;0;0;25659;Vietnam;Weekday 2;1
20;Fatimax;Pirate Esport;4;0;7;19;26;4280;0;950;815;1;16733;4;733;0;0;25497;Vietnam;Weekday 2;1
21;CatPyyy;BN United;4;0;5;21;26;5257;65;1314;650;1;14438;4;860;1;0;23287;Vietnam;Weekday 2;1
22;Bin;Talent Allstars;4;0;3;22;25;3644;192;879;474;0;20039;4;668;2;0;26972;Vietnam;Weekday 2;1
23;XuNoaz;BN United;4;0;4;21;25;4017;0;978;488;2;15375;4;540;2;1;22539;Vietnam;Weekday 2;1
24;Nawii;Pirate Esport;4;0;5;19;24;3394;68;799;454;0;15735;4;1893;4;1;22946;Vietnam;Weekday 2;1
25;Hunt;Talent Allstars;4;0;1;22;23;3704;66;800;542;0;19186;4;433;0;0;26248;Vietnam;Weekday 2;1
26;Pho;Pirate Esport;4;0;4;19;23;4508;0;779;681;0;20766;4;850;2;0;29797;Vietnam;Weekday 2;1
27;Capone;BN United;4;0;2;21;23;5319;23;592;1314;0;19693;4;473;3;0;30316;Vietnam;Weekday 2;1
28;Silence;BN United;4;0;2;21;23;4616;0;799;196;1;18242;4;452;3;0;27371;Vietnam;Weekday 2;1
29;JikeyT1;Made in Vietnam;4;0;8;15;23;4860;77;1067;810;2;27689;4;1354;2;2;36173;Vietnam;Weekday 2;1
30;Nguyen;Box Gaming;4;0;2;20;22;4088;30;1029;373;0;12637;4;856;1;0;21666;Vietnam;Weekday 2;1
31;Bensu;Box Gaming;4;0;2;20;22;3782;1;1122;326;0;10495;4;405;1;0;18003;Vietnam;Weekday 2;1
32;TriismE;Box Gaming;4;0;2;20;22;4357;0;727;498;0;15434;4;1441;7;0;22767;Vietnam;Weekday 2;1
33;TusK;Pirate Esport;4;0;2;19;21;4165;100;482;2176;1;17856;4;293;1;0;24468;Vietnam;Weekday 2;1
34;LowwT;GOAT Media;4;0;5;15;20;4921;0;768;886;0;26871;4;473;4;0;35975;Vietnam;Weekday 2;1
35;XKey;Made in Vietnam;4;0;5;15;20;4451;39;513;381;0;18645;4;535;1;0;30270;Vietnam;Weekday 2;1
36;godKie;GOAT Media;4;0;4;15;19;5067;0;731;408;1;29786;4;714;5;0;37629;Vietnam;Weekday 2;1
37;Panda18;Phoenix Esports;4;0;5;14;19;4889;176;1034;746;1;35063;4;1276;2;0;43115;Vietnam;Weekday 2;1
38;Ferrari;Talent Esports;4;0;6;12;18;3857;0;728;216;1;6762;4;914;2;0;14352;Vietnam;Weekday 2;1
39;Cherry;Hero Gaming;2;0;5;13;18;2704;179;349;208;0;6347;2;947;2;0;11258;Vietnam;Weekday 2;1
40;zzRoy;GOAT Media;4;0;3;15;18;5213;0;753;603;0;29495;4;527;3;0;36996;Vietnam;Weekday 2;1
41;Bâng;Phoenix Esports;4;0;4;14;18;4996;249;1104;740;0;34693;4;995;2;1;42022;Vietnam;Weekday 2;1
42;Acacia;Phoenix Esports;4;0;4;14;18;3751;89;845;554;0;34063;4;870;0;1;39703;Vietnam;Weekday 2;1
43;Pain;Made in Vietnam;4;0;3;15;18;4600;113;893;672;1;16651;4;953;2;0;27069;Vietnam;Weekday 2;1
44;Emmaaa;Hero Gaming;4;0;3;14;17;4719;41;641;262;1;19398;4;639;2;1;29427;Vietnam;Weekday 2;1
45;FaKe1st;GOAT Media;4;0;1;15;16;4706;0;972;621;1;29850;4;166;1;0;38098;Vietnam;Weekday 2;1
46;LTD;Phoenix Esports;4;0;2;14;16;5107;38;826;711;1;33523;4;597;4;0;41683;Vietnam;Weekday 2;1
47;Tom;Hero Gaming;4;0;2;14;16;3983;0;536;73;2;14875;4;435;1;0;22734;Vietnam;Weekday 2;1
48;TynKat;Made in Vietnam;4;0;1;15;16;4048;0;747;96;0;22034;4;735;0;0;29874;Vietnam;Weekday 2;1
49;Gavi;Hero Gaming;4;0;1;14;15;4754;253;866;392;0;18109;4;530;2;0;28381;Vietnam;Weekday 2;1
50;NamShinnT;Eagle Esport;4;0;5;10;15;3822;0;669;547;0;24095;4;603;1;0;31872;Vietnam;Weekday 2;1
51;CaiDauLanh;Talent Esports;4;0;1;12;13;3673;0;497;13;0;8528;4;757;0;0;16438;Vietnam;Weekday 2;1
52;BoyTi;Talent Esports;4;0;0;12;12;3872;0;865;331;0;9014;4;495;3;0;15982;Vietnam;Weekday 2;1
53;Rookie;Talent Esports;4;0;0;12;12;3981;0;626;158;0;7442;4;375;1;0;16881;Vietnam;Weekday 2;1
54;Tuanz2K;Eagle Esport;4;0;2;10;12;3902;0;984;892;0;25132;4;393;1;0;32231;Vietnam;Weekday 2;1
55;Chua;Eagle Esport;4;0;2;10;12;3908;0;842;722;0;22608;4;998;4;0;29858;Vietnam;Weekday 2;1
56;F1Korea;Eagle Esport;4;0;2;10;12;3396;0;640;454;0;22338;4;557;0;0;29281;Vietnam;Weekday 2;1
57;WhiteZ;OneMore;4;0;3;7;10;4588;34;849;354;0;18663;4;780;0;0;29758;Vietnam;Weekday 2;1
58;MaxLV;Like Glue Gaming;4;0;5;4;9;3391;38;831;217;0;15514;4;1093;2;0;21159;Vietnam;Weekday 2;1
59;DarLy;OneMore;4;0;1;7;8;4804;0;1021;544;0;16322;4;551;1;0;27092;Vietnam;Weekday 2;1
60;BUCKY;OneMore;4;0;0;7;7;4667;0;875;465;0;15860;4;95;0;0;26113;Vietnam;Weekday 2;1
61;DatKonn;OneMore;4;0;0;7;7;4826;0;1168;739;0;16993;4;244;2;0;27829;Vietnam;Weekday 2;1
62;Quadro;Like Glue Gaming;4;0;3;4;7;3431;161;862;225;0;14828;4;649;1;0;22225;Vietnam;Weekday 2;1
63;TruongZin;Alien;4;0;3;4;7;4268;203;890;751;1;16379;4;1158;4;0;24837;Vietnam;Weekday 2;1
64;Smeb;Alien;4;0;3;4;7;4080;75;812;330;0;15987;4;743;2;0;24263;Vietnam;Weekday 2;1
65;HàDèGucci;Like Glue Gaming;3;0;3;4;7;2890;62;700;198;1;14111;3;636;1;0;19965;Vietnam;Weekday 2;1
66;BGreenn;Dynamite Limited;4;0;5;1;6;3411;72;644;573;0;16951;4;713;0;0;23763;Vietnam;Weekday 2;1
67;CheW;Alien;4;0;2;4;6;3233;91;904;250;0;10648;4;437;1;1;16677;Vietnam;Weekday 2;1
68;WhySoEz;Rats Esport;4;0;2;3;5;3494;0;725;691;0;22954;4;499;0;0;30505;Vietnam;Weekday 2;1
69;SangSang;Rats Esport;4;0;2;3;5;3626;5;351;551;1;23972;4;392;1;0;30568;Vietnam;Weekday 2;1
70;S3Dior;Like Glue Gaming;4;0;1;4;5;3514;151;1119;493;0;16294;4;393;1;0;23443;Vietnam;Weekday 2;1
71;Gosu;Alien;4;0;1;4;5;4154;0;825;512;0;19154;4;868;3;0;27340;Vietnam;Weekday 2;1
72;PiCiii;Easy as Pie;4;0;2;2;4;2652;0;686;264;1;16375;4;189;0;0;22827;Vietnam;Weekday 2;1
73;Soul9;Easy as Pie;4;0;2;2;4;3382;0;453;334;0;23120;4;484;2;0;29781;Vietnam;Weekday 2;1
74;ChunKira;Dynamite Limited;4;0;2;1;3;3200;0;645;328;1;9938;4;264;3;0;17450;Vietnam;Weekday 2;1
75;MyAn;Rats Esport;3;0;1;2;3;2055;57;527;141;1;12864;3;240;1;0;17514;Vietnam;Weekday 2;1
76;Thien2K;Rats Esport;4;0;0;3;3;2555;0;592;343;0;16225;4;213;3;0;21509;Vietnam;Weekday 2;1
77;Srom;Easy as Pie;4;0;1;2;3;3258;0;608;195;0;16971;4;186;1;1;24184;Vietnam;Weekday 2;1
78;Madara;Easy as Pie;4;0;1;2;3;2762;0;591;175;0;15218;4;300;1;0;20972;Vietnam;Weekday 2;1
79;ChiếnLus;Dynamite Limited;3;0;1;1;2;2827;34;428;667;0;19007;3;209;0;0;23992;Vietnam;Weekday 2;1
80;OldBoyy;Rats Esport;1;0;0;1;1;898;0;167;181;0;6407;1;0;0;0;7958;Vietnam;Weekday 2;1
81;SixEyes;Dynamite Limited;1;0;1;0;1;699;300;108;0;0;1228;1;435;2;0;2862;Vietnam;Weekday 2;1
82;kiNz;Dynamite Limited;4;0;0;1;1;1627;0;788;92;0;9143;4;161;0;1;11860;Vietnam;Weekday 2;1
83;HoangT;Hero Gaming;2;0;0;1;1;1996;0;278;83;0;10365;2;0;0;0;15223;Vietnam;Weekday 2;1
84;TrắngXIX;Like Glue Gaming;1;0;0;0;0;1070;0;100;3;0;0;1;23;0;0;3449;Vietnam;Weekday 2;1
1;MaxLV;Like Glue Gaming;4;2;10;39;49;5561;208;1129;777;0;22143;2;2065;5;0;31077;Vietnam;Weekday 2;2
2;Quadro;Like Glue Gaming;4;2;4;39;43;5898;63;1468;1221;2;21203;2;1270;4;0;32273;Vietnam;Weekday 2;2
3;HàDèGucci;Like Glue Gaming;4;2;4;39;43;5538;0;1030;570;1;20722;2;763;5;0;31620;Vietnam;Weekday 2;2
4;S3Dior;Like Glue Gaming;4;2;3;39;42;4766;0;1077;579;1;18496;2;1191;5;0;28078;Vietnam;Weekday 2;2
5;CatPyyy;BN United;4;1;11;29;40;5570;270;1179;986;1;24790;3;2222;2;1;35228;Vietnam;Weekday 2;2
6;BreaKMVP;Box Gaming;4;1;12;26;38;5407;215;1447;1041;0;11341;3;1786;7;1;22536;Vietnam;Weekday 2;2
7;Silence;BN United;4;1;7;29;36;4480;15;848;659;0;24187;4;884;1;0;34852;Vietnam;Weekday 2;2
8;XuNoaz;BN United;4;1;7;29;36;5381;150;1223;771;1;24901;3;1312;2;0;35637;Vietnam;Weekday 2;2
9;Cherry;Hero Gaming;4;0;4;31;35;5319;0;867;244;0;12150;4;987;1;0;23120;Vietnam;Weekday 2;2
10;HoangT;Hero Gaming;4;0;4;31;35;5445;0;713;272;0;12172;4;931;8;0;24278;Vietnam;Weekday 2;2
11;Soaz;Box Gaming;4;1;8;26;34;4691;0;1021;568;1;11509;4;1046;3;0;21545;Vietnam;Weekday 2;2
12;Bensu;Box Gaming;4;1;7;26;33;5441;155;971;1343;0;10294;3;1267;7;0;20491;Vietnam;Weekday 2;2
13;Gavi;Hero Gaming;4;0;2;31;33;5066;4;526;284;0;13494;4;1065;3;0;23603;Vietnam;Weekday 2;2
14;Nguyen;Box Gaming;4;1;6;26;32;5004;244;904;473;0;11903;3;1060;1;0;21799;Vietnam;Weekday 2;2
15;CaiDauLanh;Talent Esports;4;1;7;24;31;5239;47;1049;782;1;16691;3;1052;4;0;28164;Vietnam;Weekday 2;2
16;Lucas;Talent Esports;4;1;7;24;31;5085;0;1120;858;1;17409;4;1010;2;0;26915;Vietnam;Weekday 2;2
17;BoyTi;Talent Esports;4;1;7;24;31;3328;0;1267;823;2;12592;3;1128;3;0;17839;Vietnam;Weekday 2;2
18;Capone;BN United;4;1;0;29;29;5419;0;723;660;0;25916;3;613;1;0;37337;Vietnam;Weekday 2;2
19;Ferrari;Talent Esports;4;1;4;24;28;3479;0;948;397;0;9916;3;728;1;1;16995;Vietnam;Weekday 2;2
20;zzRoy;GOAT Media;4;0;8;17;25;4789;131;922;230;3;13119;4;1408;1;0;22660;Vietnam;Weekday 2;2
21;KeL;Talent Allstars;4;0;7;18;25;4695;87;917;636;1;17339;4;1301;4;0;28528;Vietnam;Weekday 2;2
22;Lamborghini;D'Xavier;4;0;8;17;25;4754;0;1372;820;1;18101;4;1390;2;0;28166;Vietnam;Weekday 2;2
23;Nawii;Pirate Esport;4;0;6;19;25;4942;154;768;977;2;28071;4;1190;2;0;36301;Vietnam;Weekday 2;2
24;Tom;Hero Gaming;2;0;1;22;23;2490;100;472;78;0;5364;2;422;0;0;11344;Vietnam;Weekday 2;2
25;TusK;Pirate Esport;4;0;4;19;23;3726;166;709;615;1;19497;4;582;1;0;24858;Vietnam;Weekday 2;2
26;JikeyT1;Made in Vietnam;3;0;8;15;23;3755;131;685;441;0;12433;3;1757;1;0;19929;Vietnam;Weekday 2;2
27;godKie;GOAT Media;4;0;5;17;22;4768;70;870;193;1;14318;4;614;1;0;23080;Vietnam;Weekday 2;2
28;Hunt;Talent Allstars;4;0;4;18;22;3592;114;857;407;1;12578;4;787;2;0;20953;Vietnam;Weekday 2;2
29;TynKat;Made in Vietnam;4;0;6;16;22;3960;0;696;590;0;9458;4;994;4;0;20016;Vietnam;Weekday 2;2
30;FaKe1st;GOAT Media;4;0;4;17;21;4780;0;1128;525;1;13759;4;945;2;0;23541;Vietnam;Weekday 2;2
31;BGreenn;Dynamite Limited;4;0;5;16;21;3807;19;641;230;2;12299;4;882;1;0;19026;Vietnam;Weekday 2;2
32;Bin;Talent Allstars;4;0;3;18;21;3553;80;789;609;1;13899;4;560;0;0;22377;Vietnam;Weekday 2;2
33;Luca;Talent Allstars;4;0;3;18;21;4910;307;577;2366;0;16580;4;735;2;1;28276;Vietnam;Weekday 2;2
34;Pho;Pirate Esport;4;0;2;19;21;4074;0;571;840;0;25283;4;727;1;0;32426;Vietnam;Weekday 2;2
35;Fatimax;Pirate Esport;4;0;2;19;21;4936;42;694;877;1;27766;4;644;3;0;34975;Vietnam;Weekday 2;2
36;TruongZin;Alien;4;0;4;16;20;5010;141;991;543;1;17022;4;1487;1;0;26244;Vietnam;Weekday 2;2
37;ChiếnLus;Dynamite Limited;4;0;4;16;20;3564;0;770;413;0;10765;4;653;0;0;17755;Vietnam;Weekday 2;2
38;Rabiz;D'Xavier;4;0;3;17;20;4915;0;716;492;1;14586;4;646;2;1;26175;Vietnam;Weekday 2;2
39;ViCòi;D'Xavier;4;0;3;17;20;5104;0;908;506;0;12942;4;1061;1;0;23761;Vietnam;Weekday 2;2
40;Gosu;Alien;4;0;3;16;19;5002;211;916;366;1;13144;4;1056;2;0;23831;Vietnam;Weekday 2;2
41;Pikang;Alien;4;0;3;16;19;4650;257;837;310;0;16812;4;706;3;0;26970;Vietnam;Weekday 2;2
42;ChunKira;Dynamite Limited;4;0;2;16;18;2913;0;654;83;0;7364;4;600;1;0;14348;Vietnam;Weekday 2;2
43;Franky;D'Xavier;4;0;1;17;18;4023;0;760;391;1;10358;4;372;1;0;21365;Vietnam;Weekday 2;2
44;LowwT;GOAT Media;4;0;0;17;17;4859;0;973;612;0;12117;4;579;3;0;22137;Vietnam;Weekday 2;2
45;Smeb;Alien;4;0;1;16;17;4457;0;847;161;0;13539;4;493;1;0;23658;Vietnam;Weekday 2;2
46;kiNz;Dynamite Limited;4;0;1;16;17;3961;0;873;436;0;11585;4;943;2;0;18975;Vietnam;Weekday 2;2
47;XKey;Made in Vietnam;4;0;1;16;17;4697;0;776;932;0;18219;4;480;1;0;28850;Vietnam;Weekday 2;2
48;Soul9;Easy as Pie;4;0;6;11;17;4557;62;936;361;0;20061;4;920;3;0;29572;Vietnam;Weekday 2;2
49;Pain;Made in Vietnam;4;0;0;16;16;3993;0;589;1779;0;11740;4;99;1;0;21800;Vietnam;Weekday 2;2
50;PiCiii;Easy as Pie;4;0;5;11;16;4375;139;1233;703;1;15443;4;1190;1;0;24210;Vietnam;Weekday 2;2
51;Madara;Easy as Pie;4;0;5;11;16;4855;0;674;562;1;22462;4;1309;1;1;31060;Vietnam;Weekday 2;2
52;TGun;Magnet;4;0;3;11;14;4151;160;713;214;0;19575;4;778;0;0;27924;Vietnam;Weekday 2;2
53;MaarT;V Gaming;4;0;4;9;13;3985;235;498;292;0;21377;4;1010;2;0;28620;Vietnam;Weekday 2;2
54;MitLaren;V Gaming;4;0;4;9;13;5023;0;751;788;0;24000;4;796;3;0;32937;Vietnam;Weekday 2;2
55;Srom;Easy as Pie;4;0;2;11;13;4934;0;1112;661;0;19059;4;984;3;1;27516;Vietnam;Weekday 2;2
56;2812;Magnet;4;0;2;11;13;2961;175;890;117;0;18862;4;547;0;0;24437;Vietnam;Weekday 2;2
57;ParaJin;V Gaming;4;0;3;9;12;4446;252;1009;803;0;21416;4;1017;3;0;29369;Vietnam;Weekday 2;2
58;Porsche;V Gaming;4;0;3;9;12;5009;53;857;1101;0;22857;4;1182;3;0;32694;Vietnam;Weekday 2;2
59;Emmaaa;Hero Gaming;2;0;2;9;11;2557;209;465;282;0;8096;2;1041;4;0;13407;Vietnam;Weekday 2;2
60;Marco;Magnet;4;0;0;11;11;4178;0;790;521;0;22716;4;695;0;1;31279;Vietnam;Weekday 2;2
61;WoonT;Magnet;4;0;0;11;11;3055;0;738;91;0;20044;4;599;0;0;25370;Vietnam;Weekday 2;2
62;WhiteZ;OneMore;4;0;3;4;7;3629;0;894;254;0;12539;4;1000;1;0;20468;Vietnam;Weekday 2;2
63;DarLy;OneMore;4;0;1;4;5;4144;0;617;296;0;9286;4;811;1;0;19676;Vietnam;Weekday 2;2
64;BUCKY;OneMore;4;0;1;4;5;3277;0;602;67;0;10674;4;171;0;0;17004;Vietnam;Weekday 2;2
65;DatKonn;OneMore;4;0;1;4;5;2412;0;682;9;1;5077;4;264;1;0;10336;Vietnam;Weekday 2;2
66;Chua;Eagle Esport;4;0;3;2;5;3938;54;713;343;0;18612;4;763;2;0;26521;Vietnam;Weekday 2;2
67;WhySoEz;Rats Esport;4;0;2;2;4;4122;0;649;507;0;21190;4;445;1;0;28320;Vietnam;Weekday 2;2
68;Tuanz2K;Eagle Esport;4;0;2;2;4;3883;122;493;223;0;19204;4;726;1;0;27122;Vietnam;Weekday 2;2
69;NamShinnT;Eagle Esport;4;0;2;2;4;3922;16;592;321;0;16452;4;372;0;1;26149;Vietnam;Weekday 2;2
70;Panda18;Phoenix Esports;4;0;3;1;4;3800;0;865;334;1;27450;4;813;2;0;34836;Vietnam;Weekday 2;2
71;OldBoyy;Rats Esport;4;0;1;2;3;2588;0;668;425;1;18991;4;85;0;0;23509;Vietnam;Weekday 2;2
72;SangSang;Rats Esport;4;0;1;2;3;3043;0;805;502;0;20129;4;432;0;0;25585;Vietnam;Weekday 2;2
73;Bâng;Phoenix Esports;4;0;2;1;3;3890;0;1124;667;0;28640;4;509;0;0;35821;Vietnam;Weekday 2;2
74;NekorB;The Matrix;4;0;1;2;3;3414;16;512;181;0;9915;4;233;1;0;18185;Vietnam;Weekday 2;2
75;Hoanh03;The Matrix;4;0;1;2;3;3572;0;714;391;0;13291;4;577;0;1;21074;Vietnam;Weekday 2;2
76;KILLIAN;The Matrix;4;0;1;2;3;3443;0;580;273;0;13482;4;472;1;0;22172;Vietnam;Weekday 2;2
77;MyAn;Rats Esport;4;0;0;2;2;4105;0;703;553;0;19343;4;487;3;1;25399;Vietnam;Weekday 2;2
78;F1Korea;Eagle Esport;4;0;0;2;2;3999;0;831;630;0;17879;4;345;0;1;27378;Vietnam;Weekday 2;2
79;RùaSea;Phoenix Esports;4;0;1;1;2;3569;0;950;469;0;27210;4;435;5;0;33163;Vietnam;Weekday 2;2
80;ThoBius;The Matrix;4;0;0;2;2;3332;0;744;327;0;9963;4;211;0;0;18867;Vietnam;Weekday 2;2
81;Acacia;Phoenix Esports;4;0;0;1;1;3852;0;1019;374;0;24321;4;516;2;0;31968;Vietnam;Weekday 2;2
1;BoyTi;Talent Esports;4;1;10;39;49;5921;0;1285;849;3;12290;2;2015;6;1;24337;Vietnam;Weekday 2;3
2;Lucas;Talent Esports;4;1;9;39;48;5035;0;1673;1167;1;12387;2;1248;1;0;22541;Vietnam;Weekday 2;3
3;Ferrari;Talent Esports;4;1;8;39;47;5861;64;1279;1647;1;12265;3;1764;4;0;24285;Vietnam;Weekday 2;3
4;CaiDauLanh;Talent Esports;4;1;5;39;44;3808;0;1123;459;0;11481;3;890;0;0;20614;Vietnam;Weekday 2;3
5;CatPyyy;BN United;4;0;7;27;34;5335;141;1356;1161;1;22838;3;1546;4;1;32682;Vietnam;Weekday 2;3
6;Chua;Eagle Esport;4;0;13;21;34;5440;225;1171;1414;1;24004;3;1961;2;0;34686;Vietnam;Weekday 2;3
7;XuNoaz;BN United;4;0;6;27;33;5545;0;713;1063;0;25317;3;1718;9;0;35712;Vietnam;Weekday 2;3
8;Soaz;Box Gaming;4;1;8;25;33;5071;122;1047;517;0;28340;3;1458;3;0;38799;Vietnam;Weekday 2;3
9;Capone;BN United;4;0;5;27;32;5525;0;1149;2042;0;17755;3;1208;4;0;29320;Vietnam;Weekday 2;3
10;Silence;BN United;4;0;4;27;31;4643;0;819;597;0;23757;3;752;1;1;32745;Vietnam;Weekday 2;3
11;Porsche;V Gaming;4;0;8;23;31;4855;17;1237;794;3;16367;3;1526;1;1;24585;Vietnam;Weekday 2;3
12;MitLaren;V Gaming;4;0;8;23;31;4898;120;790;367;2;12984;3;1421;4;0;23695;Vietnam;Weekday 2;3
13;Bensu;Box Gaming;4;1;6;25;31;5233;0;512;177;0;30315;3;1684;5;0;38226;Vietnam;Weekday 2;3
14;ParaJin;V Gaming;4;0;7;23;30;5441;0;596;1934;2;16708;3;1163;4;1;27120;Vietnam;Weekday 2;3
15;BreaKMVP;Box Gaming;4;1;3;25;28;5123;0;716;308;0;27496;3;926;6;0;37092;Vietnam;Weekday 2;3
16;TriismE;Box Gaming;4;1;3;25;28;5220;0;667;324;1;29456;3;970;3;0;37168;Vietnam;Weekday 2;3
17;Tuanz2K;Eagle Esport;4;0;5;21;26;4874;123;911;917;0;19880;3;1112;3;0;30251;Vietnam;Weekday 2;3
18;F1Korea;Eagle Esport;4;0;5;21;26;4567;0;1305;633;1;25689;3;938;1;0;35353;Vietnam;Weekday 2;3
19;Fatimax;Pirate Esport;4;1;9;17;26;4526;89;727;448;2;19891;3;1032;4;0;28595;Vietnam;Weekday 2;3
20;MaarT;V Gaming;4;0;2;23;25;4248;115;823;343;1;14149;3;1271;4;0;23240;Vietnam;Weekday 2;3
